UserId;CheckId;ProductName;ProductCost;MerchantName;MCC
0;10;Помидоры;65;Магнит;5441
0;28;Апельсины;60;Магнит;5441
0;15;Помидоры;65;Пятёрочка;5441
0;4;Колбаса докторская;80;Пятёрочка;5441
0;6;Яблоко;60;Пятёрочка;5441
0;26;Конфеты;120;Магнит;5441
0;13;Вареники;259;Пятёрочка;5441
0;2;Авокадо;60;Магнит;5441
0;16;Зимние сапоги;5026;shein.com;5691
0;1;Сок;60;Магнит;5441
0;22;Молоко;100;Магнит;5441
0;10;Колбаса докторская;80;Магнит;5441
0;2;Шоколад;100;Магнит;5441
0;15;Хлеб ржаной;40;Пятёрочка;5441
0;16;Nan; - ₽ ;shein.com;5691
0;23;Семечки;45;Пятёрочка;5441
0;27;Чеснок;60;Пятёрочка;5441
0;25;Чай чёрный;120;Магнит;5441
0;15;Верёвка;106;Пятёрочка;5441
0;10;Яблоко;30;Магнит;5441
0;11;Ченок;60;Магнит;5441
0;4;Мандарины;90;Пятёрочка;5441
0;14;Сок;60;Пятёрочка;5441
0;12;Пюре;80;Магнит;5441
0;28;Доширак;60;Магнит;5441
0;15;Цыплёнок табака;190;Пятёрочка;5441
0;3;Грибы грузди солёные;130;Магнит;5441
0;0;Лимонад;70;Магнит;5441
0;1;Семечки;45;Магнит;5441
0;7;Говядина;1399;Пятёрочка;5441
0;1;Творог;40;Магнит;5441
0;20;Лимон;40;Магнит;5441
0;24;Чипсы;99;Пятёрочка;5441
0;22;Конфеты;120;Магнит;5441
0;2;Опята;116;Магнит;5441
0;28;Помидоры;65;Магнит;5441
0;12;Опята;116;Магнит;5441
0;5;Грибы грузди солёные;130;Пятёрочка;5441
0;15;Грибы грузди солёные;130;Пятёрочка;5441
0;3;Цыплёнок табака;190;Магнит;5441
0;22;Яблоко;30;Магнит;5441
0;26;Пельмени;250;Магнит;5441
0;19;Чай зелёный;110;Магнит;5441
0;22;Липтон;60;Магнит;5441
0;21;Мороженое;50;Магнит;5441
0;27;Nan; - ₽ ;Пятёрочка;5441
0;2;Цыплёнок табака;250;Магнит;5441
0;28;Конфеты;50;Магнит;5441
0;26;Творог;60;Магнит;5441
0;3;Пиво;100;Магнит;5441
0;8;Авокадо;100;Пятёрочка;5441
0;3;Картофель фри;199;Магнит;5441
0;2;Лимон;40;Магнит;5441
0;9;Мяч с принтом зубы и отверстием для лакомств;822;PetShop.ru;5995
0;20;Пельмени;260;Магнит;5441
0;12;Лук;20;Магнит;5441
0;0;Творог;60;Магнит;5441
0;21;Лимон;40;Магнит;5441
0;7;Опята;116;Пятёрочка;5441
0;14;Семечки;50;Пятёрочка;5441
0;19;Пиво;100;Магнит;5441
0;0;Мороженое;30;Магнит;5441
0;14;Пицца;150;Пятёрочка;5441
0;8;Хлеб ржаной;40;Пятёрочка;5441
0;20;Грибы грузди солёные;120;Магнит;5441
0;8;Пиво;150;Пятёрочка;5441
0;11;Хлеб белый;30;Магнит;5441
0;2;Ряженка;80;Магнит;5441
0;8;Картофель фри;199;Пятёрочка;5441
0;4;Бритва;80;Пятёрочка;5441
0;26;Авокадо;60;Магнит;5441
0;0;Мандарины;60;Магнит;5441
0;7;Пиво;100;Пятёрочка;5441
0;20;Лимон;40;Магнит;5441
0;22;Колбаса копчёная;140;Магнит;5441
0;25;Сыр;50;Магнит;5441
0;21;Лимон;40;Магнит;5441
0;12;Чай зелёный;110;Магнит;5441
0;26;Лапша;120;Магнит;5441
0;29;Виски;1400;Пятёрочка;5441
0;11;Купаты;150;Магнит;5441
0;25;Творог;60;Магнит;5441
0;23;Конфеты;120;Пятёрочка;5441
0;22;Каша пшённая;75;Магнит;5441
0;23;Сок;60;Пятёрочка;5441
0;12;Опята;116;Магнит;5441
0;24;Nan; - ₽ ;Пятёрочка;5441
0;20;Конфеты;50;Магнит;5441
0;26;Огурцы;35;Магнит;5441
0;18;Прямые джинсы без пояса;1100;shein.com;5691
0;19;Хлебцы;30;Магнит;5441
0;24;Мандарины;80;Пятёрочка;5441
0;25;Банан;40;Магнит;5441
0;3;Молоко;100;Магнит;5441
0;1;Лапша;120;Магнит;5441
0;3;Имбирь;30;Магнит;5441
0;2;Картофель фри;199;Магнит;5441
0;28;Творог;40;Магнит;5441
0;25;Гречка;85;Магнит;5441
0;26;Цыплёнок табака;190;Магнит;5441
0;21;Помидоры;65;Магнит;5441
0;1;Картофель фри;239;Магнит;5441
0;23;Конфеты;50;Пятёрочка;5441
0;14;Конфеты;120;Пятёрочка;5441
0;9;Шлейка малая;600;PetShop.ru;5995
0;15;Мыло;60;Пятёрочка;5441
0;10;Мороженое;30;Магнит;5441
0;0;Семечки;45;Магнит;5441
0;29;Хлеб чёрный;35;Пятёрочка;5441
0;0;Лимон;40;Магнит;5441
0;11;Цыплёнок табака;190;Магнит;5441
0;8;Nan; - ₽ ;Пятёрочка;5441
0;12;Творог;60;Магнит;5441
0;19;Картофель фри;239;Магнит;5441
0;14;Яблоко;60;Пятёрочка;5441
0;21;Крабовые палочки;189;Магнит;5441
0;20;Сыр;50;Магнит;5441
0;10;Огурцы;35;Магнит;5441
0;28;Колбаса копчёная;140;Магнит;5441
0;13;Хлеб ржаной;40;Пятёрочка;5441
0;24;Конфеты;50;Пятёрочка;5441
0;10;Купаты;150;Магнит;5441
0;25;Свинина;899;Магнит;5441
0;20;Кефир;90;Магнит;5441
0;13;Авокадо;90;Пятёрочка;5441
0;24;Цыплёнок табака;250;Пятёрочка;5441
0;14;Кефир;90;Пятёрочка;5441
0;15;Стул;500;Пятёрочка;5441
0;6;Сыр;70;Пятёрочка;5441
0;1;Грибы грузди солёные;130;Магнит;5441
0;12;Чай зелёный;110;Магнит;5441
0;10;Цыплёнок табака;250;Магнит;5441
0;0;Лимон;40;Магнит;5441
0;17;Ботинки минималистичный на шнурках ;2063;shein.com;5691
0;21;Апельсины;60;Магнит;5441
0;5;Яблоко;60;Пятёрочка;5441
0;0;Мороженое;50;Магнит;5441
0;19;Вино;899;Магнит;5441
0;19;Опята;110;Магнит;5441
0;0;Пельмени;250;Магнит;5441
0;1;Пицца;200;Магнит;5441
0;14;Кефир;90;Пятёрочка;5441
0;24;Семечки;45;Пятёрочка;5441
0;20;Пепси кола;60;Магнит;5441
0;26;Пицца;200;Магнит;5441
0;25;Колбаса копчёная;140;Магнит;5441
0;21;Батончики;100;Магнит;5441
0;10;Пепси кола;60;Магнит;5441
0;3;Гречка;85;Магнит;5441
0;11;Имбирь;40;Магнит;5441
0;26;Мороженое;30;Магнит;5441
0;0;Доширак;60;Магнит;5441
0;11;Леденцы;50;Магнит;5441
